Date,entireTweets,
2020-04-15 0:50:52,por que es tendencia #saqueo?,
2020-04-15 0:50:04,"No hay que decir la palabra saqueo porque no le gusta a la CyberPatrulla. Repito, la palabra saqueo es la que no hay que decir. No digan saqueo. #Saqueo",
2020-04-15 0:48:25,@LordMurielo Si rezo para que la destrucción sea epica y nos deje la fuerza para arrancar de nuevo sin el lastre eterno de todos estos científicos del retrazo y el saqueo . Que se termine la edad media peronista de una vez.,
2020-04-15 0:46:06,@KevinGuerra99 Encima dicen que van a ir con todos los que le dieron RT .... jajajajajj ... Por suerte la palabra saqueo es TT jajajaj,
2020-04-15 0:45:57,Ciber patrullame ésta NEGRO CHORRO K CORRUPTO saqueo saqueo saqueo https://t.co/f3qlVw3rQv,
2020-04-15 0:45:23,Es momento de terminar con los bancos privados. Artilugio de saqueo al Estado por parte de todos los ministros corruptos y CEO's,
2020-04-15 0:44:47,"RT @emapereyra77: #saqueo es lo que está perpetrando el kernerismo, #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo…",
2020-04-15 0:43:16,"@el_bru Pepe Biondi: "" me saqueo el saco y me pongo el.pongo""",
2020-04-15 0:42:52,"RT @aleM9602: SAQUEO (Guiño, Guiño)#saqueo",
2020-04-15 0:42:44,@el_bru Los vengadores 1 guerra del saqueo y vengadores 2  el saqueo final,
2020-04-15 0:42:27,"che q onda los que no cobramos los 10 mil pesos, sigue en pie lo del saqueo? a ver si voy en cana yo también que acá en libertad no me alcanza la plata. https://t.co/j9iHqOiTfD",
2020-04-15 0:42:23,"@LANACION Complices del saqueo y el hambre, No se cansan de destinar odio lo único q tienen.",
2020-04-15 0:41:53,RT @TEXXXGOMEZ: mira lo q me acabo de enterar #saqueo,
2020-04-15 0:41:41,@ferchu992 @SolRGarnica SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO SAQUEO No hay palabra que pueda estar prohibida..y pensar que un tw sarcastico es peligroso significa que el criterio de “peligroso” es un chiste,
2020-04-15 0:40:53,"RT @estebanlaplata: Ahora nos van a caer a todos por escribir saqueo? Encima lo hicimos TT , un desastre. Nos van a dar perpetua!!",
2020-04-15 0:38:59,RT @mauripue: saqueo saqueo saqueo saqueo,
2020-04-15 0:38:53,@andy_tow Parece que decir saqueo acá es como decir bomba en un Aeropuerto!,
2020-04-15 0:38:43,RT @leo_borghi: ¿Ahora se acuerdan de la palabra #saqueo? ¿Qué dirán los obsecuentes de siempre respecto de semejante abuso y atropello? As…,
2020-04-15 0:37:24,mira lo q me acabo de enterar #saqueo,
2020-04-15 0:35:42,«en la división de ciberpatrullaje de la Gendarmería saltaron las alertas ante la palabra “saqueo”: ahora lo acusan de intimidación pública». https://t.co/vm9PUB08cj,
2020-04-15 0:34:02,Saqueo es tendencia. Otra vez? mira que esta vez no duermo y me llevo hasta la play 5 wee,
2020-04-15 0:33:04,"@SheiEchevarriaa @el_bru Saqueo, yo y mi otro saqueo.",
2020-04-15 0:33:02,RT @Gul_Darheel: Te prohíben la palabra #saqueo y se van las tendencias en #TwitterComunista.Cuando del ministerio de seguridad antropológ…,
2020-04-15 0:32:31,Le abrieron una causa a un pibe por tuitear saqueo... que bien te veo Argentina...,
2020-04-15 0:32:18,"RT @PolicialClarin: ""Sigue en pie lo del saqueo, no?"", el tuit que le valió una causa judicial a un joven de Balcarce https://t.co/gULJdF5h…",
2020-04-15 0:30:43,"SAQUEO (Guiño, Guiño)#saqueo",
2020-04-15 0:30:16,@ElDoce Se esta complicando de apoco... #Saqueo,
2020-04-15 0:29:33,"Dicen que hay un pibe imputado por twittear la palabra SAQUEO, le voy a agregar FEMICIDIOS a ver si declaran la emergencia que nos matan cada 29hs. #ciberpatrullaje #EmergenciaNacional #NiUnaMenos",
2020-04-15 0:29:30,"Twitter se volvió comunista y controlador, quien diría que termina siendo peor que Facebook #twittercomunista #Saqueo #DolarA100",
2020-04-15 0:29:17,"""Sigue en pie lo del saqueo, no?"", el tuit que le valió una causa judicial a un joven de Balcarce https://t.co/gULJdF5hvs",
2020-04-15 0:29:17,Lo de los bancos es un #saqueo. ¡¡Uy!! Puse la palabra prohibida por el #montopatrullaje. Mala mía... 😎 https://t.co/fDiNyzVacs,
2020-04-15 0:25:51,"@colomariano95 Porque es sabido que si alguien quiere organizar un saqueo lo va a publicar en un tweet. (?)Necesito el mismo nivel de indignacion que se produjo cuando metieron preso a un chico por escribir una """"""""amenaza"""""" contra Macri .",
2020-04-15 0:25:38,"@el_bru No sos vos, es el saqueo",
2020-04-15 0:24:22,Saqueo#PatrullameLaChota,
2020-04-15 0:23:42,Y estos jóvenes idealistas nunca fueron detenidos por mencionar #saqueo  https://t.co/00gS6Zudcn,
2020-04-15 0:23:35,OJOOO que usar esta palabra es de doble filo #saqueo  Te  cae el Ciberpatrullaje!!!!,
2020-04-15 0:22:32,"@SheiEchevarriaa Y también ""Alicia a través del saqueo"", no olvidemos.",
2020-04-15 0:19:03,"(Completo): José ""Pepe"" Mujica en #TNCentral con Wiñazki y Amoroso - 14/04/20 • Actualidad En Foco https://t.co/WlBOBS7wCN #EstallaElDolar #TrollsLasPelotas #TwitterComunista #justiciaporfernando #saqueo Reutemann Viviana Canosa Valdés Gerardo Morales #FeinmannEnA24  #BastaBaby",
2020-04-15 0:19:00,@nbg__ Y si agitan para saqueo y descontrol les recabe por hdmp,
2020-04-15 0:18:28,@majogm control y saqueo del pais,
2020-04-15 0:17:21,Te prohíben la palabra #saqueo y se van las tendencias en #TwitterComunista.Cuando del ministerio de seguridad antropológica se enteren del Efecto Streisand se caen de culo https://t.co/dhj9IpKmBP,
2020-04-15 0:16:24,"#saqueo es lo que está perpetrando el kernerismo, #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo son saqueadores, inútiles y corruptos. Destrozaron el país en 4 meses. Cuatro. #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo #saqueo",
2020-04-15 0:16:01,"@BanderaCon @SabinaFrederic @PrefecturaNaval @AySA_Oficial @MalenaMassa Y los demás con causas también?Escribir una canción de cancha en twitter es como hacer un chiste con el saqueo, nadie puede pasar por encima la libertad de expresión",
2020-04-15 0:14:47,¿Ciber patrullaje? ¿Abrir una causa a un pibe que puso en tw la palabra saqueó?. “El silencio es salud” era el slogan de los dictadores en los 70. Después tiene el tupé de hablar de Alfonsin en campañas electorales.,
2020-04-15 0:14:11,@GeraMaisler @el_bru Volver al saqueo,
2020-04-15 0:14:11,"@WalhallaMann Sino al cobrador de impuestos Zaqueo que cobraba de más a los Israelitas. Saqueo capaz les da miedo o es que el saqueo sucede. Entonce Yo saqueo, tú saqueas, Albert saquea, garbanzo saquea, frederic saquea, el kernerismo saquea. Y el chivo es el pibe enojado.",
2020-04-15 0:13:28,"@el_bru Un tranvia llamado saqueoEntrevista con el saqueoDias de saqueoLa guerra de los saqueos I, II, III, IV, V, VI, VII, VIII, IX, X.Pesadilla en la calle saqueo",
2020-04-15 0:12:23,"Me puse las gucci para ir a robar, buzo, cadena, estoy que saqueo",
2020-04-15 0:11:56,"Seguramente quiere imponer estado de sitio o sacar garantías constitucionales liberar a todos sus amigos corruptos.  O sacarse de encima de un plumazo el poder judicial.  Si para ella es importante, a nosotros nos está jodiendo. #Saqueo #Sakeo #GobiernoCriminal https://t.co/9I6KnBOiVq",
2020-04-15 0:11:18,"Escuchè a este chico y no me pareciò tan pelotudo como para llamar a un saqueo por twitter y con su nombre verdadero Lo leì y està muy claro q es una ironìa, pero el Fiscal dice q ""abortaron un saqueo"" y q ""con esta situaciòn no se hace humor""Grave golpe a la libertadAtentos!! https://t.co/6uOBUUzfZi",
2020-04-15 0:11:12,@el_bru El Patrón del Saqueo,
2020-04-15 0:10:55,@AdamsCuerdo @snowdenarg Saqueo saqueo saqueo,
2020-04-15 0:10:22,"Que el flaco arranque hilo dde tuiteen los que sí cobran las 10 lucas. No les creo que paguen a tantos, acá hay alta repartija o #saqueo. https://t.co/TWM5djK9VY",
2020-04-15 0:09:57,@el_bru Saqueanetor Indiana jones y el saqueo de la perdisionLa vida es saqueoLa lista de saqueoSaqueo inkToy saqueo,
2020-04-15 0:09:50,@el_bru La noche que mi madre saqueó a mi padre,
2020-04-15 0:07:59,La última tentación del saqueo https://t.co/plNB0og3pr,
2020-04-15 0:07:48,"RT @FrancoPredazzi: Exactamente lo mismo corre para el pibe que metieron preso hoy por un tuit en el que ""arengaba"" a un saqueo porque no l…",
2020-04-15 0:06:55,Asique no se puede escribir mas saqueo en twit? Que saqueo a libertad de expresión...,
2020-04-15 0:05:42,"Maldito virus, se lleva a los mejores.#saqueo https://t.co/9LE8pib5je",
2020-04-15 0:05:18,@el_bru Star Wars: El Último Saqueo.,
2020-04-15 0:04:35,Nadie resiste un archivo Montoneros https://t.co/PfWU3QH4d9 vía @YouTube si mencionas #saqueo no podrás alegar ser una joven idealista ?,
2020-04-15 0:03:56,"Te mandan a la yuta por usar la palabra SAQUEO, pero te tapan y niegan los saqueos en provincia de BA y Tucumán.Lindos fachos.",
2020-04-15 0:02:41,"Sale un Pibe y tuitea saqueo y le mandan a la ciberpatrulla.Hebe incita a quemar campos y a arrebatar medios de comunicación y nadie mueve un dedo!!Para muestra de lo que se viene  alcanza, no?? https://t.co/Jpq7aRLzqG",
2020-04-15 0:02:20,@el_bru Milagro en el saqueo 7,
2020-04-15 0:00:41,"“𝘊𝘩𝘦, 𝘲𝘶𝘦 𝘰𝘯𝘥𝘢 𝘭𝘰𝘴 𝘲𝘶𝘦 𝘯𝘰 𝘤𝘰𝘣𝘳𝘢𝘮𝘰𝘴 𝘦𝘭 𝘣𝘰𝘯𝘰 𝘥𝘦 𝟷𝟶.𝟶𝟶𝟶 𝘱𝘦𝘴𝘰𝘴. 𝘚𝘪𝘨𝘶𝘦 𝘦𝘯 𝘱íe lo del saqueo, no?”.⁣⁣⁣",
2020-04-15 0:00:41,"👮‍♂️ ¿𝐏𝐑𝐄𝐒𝐎 𝐏𝐎𝐑 𝐓𝐔𝐈𝐓𝐄𝐀𝐑?Un joven fue detenido en las últimas horas por un tuit irónico sobre un posible saqueo, tras no haber conseguido el bono de $10.000 del Estado nacional:  https://t.co/tQzZFwj9kr",
2020-04-15 0:00:26,"No muchachos, no es por acá. Hay que fijar posición desde el Min Seguridad y terminar con estas persecusiones. https://t.co/SYQQUXcSBa",
2020-04-14 23:59:48,"Esto sí es verdadero #SAQUEO K.Mientras tanto en Argenzuela #EstallaElDolar y Twitter oculta los TT #TwitterComunista Divino todo, #GorditosLechosos https://t.co/A5oUeQWMwE",
2020-04-14 23:59:10,RT @brisaromma: Clave la de hacerse los boludos con la economía y abrirle una causa a un pobre flaco que hizo un chiste con la palabra SAQU…,
2020-04-14 23:58:04,DEFIENDEN  AL SALAME QUE PUBLICÓ UN TEXTO QUE EN PARTE PREGUNTABA EN UN TUIT 'SI SEGUIA EN PIE LO DEL SAQUEO'. LA PRETENDIDA INFANTIL DEFENSA EXPRESA QUE NADIE QUE PENSARA HACERLO LO PUBLICARÍA.¿LA CANA LE HABRÍA DICHO QUE AL PRESIDENTE NO LE HABIA GUSTADO SU TUIT?,
2020-04-14 23:56:38,"Algunos se roban un PBI y ahí andan.. libres como el viento, en cambio otros tuitean la palabra “saqueo” y lo viene a detener la gendarmería. Que feo se pone todo. #TwitterComunista",
2020-04-14 23:56:29,@maurirojasnqn No era si amenazabas. Ahora con solo poner saqueo te meten adentro.,
2020-04-14 23:56:20,@el_bru Tiempo de saqueo,
2020-04-14 23:56:06,@LittleMimu Qué lindo día para recordar este tuit. Antes te metian preso por tuitear amenazas. Ahora solo por escribir la palabra saqueo. De nada.,
2020-04-14 23:55:54,#zaQo win!! O saqueo,
2020-04-14 23:54:59,@el_bru El diario de Saqueo Jones😍,
2020-04-14 23:53:44,@etupito SAQUEO,
2020-04-14 23:52:48,Ya no se puede poner “Saqueo” en twitter?! Frederic ponete a laburar en serio inepta!,
2020-04-14 23:52:44,A ver vamos a chequear si la antropóloga me está controlando la cuentaSaqueoEstallido SocialIncendio#GobiernoDeChorros,
2020-04-14 23:52:38,"Vi que la ciber patrulla te quiere bajar solo usando el hashtag #saqueo y como soy estúpida también lo quería usar.Respecto al gobierno me siento orgullosa de saber que no vote al kirchnerismo por qué no podía y si hubiera podido votar tampoco lo hubiera hecho, Salu2. https://t.co/oukUoyLVCD",
2020-04-14 23:51:57,"Con @SabinaFrederic tenemos el clarísimo ejemplo de que no por ser antropóloga o investigadora Conicet sos buena persona, ni más capaz para el puesto. #Saqueo",
2020-04-14 23:51:52,@AlberdianoArg #saqueo #Saqueo  tal vez @AFIPcomunica sabrá algo de este término?,
2020-04-14 23:48:12,Saqueo según la RAE: Apoderarse de todo o la mayor parte de aquello que hay o se guarda en algún sitio. O sea; lo que a diario hace el Gobierno. Para cuando las detenciones señor fiscal?,
2020-04-14 23:46:15,"Ah, pero si uno hace un chiste sobre un saqueo, le caen con la cana, el fiscal la DDI y un par de homeless a pedirte un mate... https://t.co/qUtUjcF8sy",
2020-04-14 23:46:06,Detenido por decir “saqueo”. Delito evangélico! (con perdón de la ortografía)      https://t.co/oGjP2ZxXsG,
2020-04-14 23:43:54,RT @almifede: Papelonezca la causa que le armaron al pibe por twittear lo del saqueo.,
2020-04-14 23:43:08,No pueden comprar fideos ni barbijos pero pueden armarte una causa x un tuit q diga saqueo. Q mierda todos estos chorros q nos gobiernan. 🤦🏻‍♂️,
2020-04-14 23:42:38,RT @nico_trezza: Pero si los que están a favor del saqueo siempre son los Kirchneristas. El saqueo al pueblo a manos de políticos inescrupu…,
2020-04-14 23:41:33,"@tomascarretto @spitta1969 @GarbarzAriel Vendría a ser como un saqueo si no está blanqueado o le cobrarán impuesto a la riqueza? Espero no me meten preso, no? #ciberpatrullamelachota",
2020-04-14 23:41:18,"Twitteo saqueo pobre. Se regaló, ahora le arman una causa y le caen a la casa https://t.co/V4k3xhMBCI",
2020-04-14 23:41:07,Todo tranqui en el gobierno de Cientificos parte 102031231https://t.co/EqUP7RcwsV,
2020-04-14 23:39:24,"El pibe twitteó algo con la palabra saqueo, a alguien le pareció que era una amenaza y el fiscal evaluó...🤔 eso y le dió curso...El fiscal acaba de decir algo como ""no es momento para hacer chistes""...le repreguntaron y ""aclaró"" no es momento para hacer chistes sobre saqueos 🤦🏾",
2020-04-14 23:39:13,"RT @Aenfoco: José ""Pepe"" Mujica en #TNCentral con Wiñazki y Amoroso - 14/04/20 • Actualidad En Foco https://t.co/WlBOBS7wCN #EstallaElDolar…",
2020-04-14 23:39:12,"RT @AgenciaDib: Ciberpatrullaje | Lo imputaron por preguntar si seguía ""en pie el saqueo"".https://t.co/bFjcWehZdR",
2020-04-14 23:38:04,@el_bru 50 sombras de saqueo dea,
2020-04-14 23:37:21,"Palabras que te ponen nerviosa SAQUEO ESTALLIDO HELICOPTERO .... pensalo Kumpa, no era negocio dejar que siga Macri?",
2020-04-14 23:36:52,Boudou por robar la máquina de hacer pesos...5 años y 10 mesesJaime por corrupción...4 añosPibe de 21 años tuitea saqueo de 2 a 6 años de prisión.#GobiernoFacho https://t.co/3dLIOvabO3,
2020-04-14 23:35:49,"RT @franupma: Cibertips: si en vez de saqueo dicen ""hambre"" no los jode nadie.",
2020-04-14 23:34:51,Saqueo que bien te veo.,
2020-04-14 23:34:42,"José ""Pepe"" Mujica en #TNCentral con Wiñazki y Amoroso - 14/04/20 • Actualidad En Foco https://t.co/WlBOBS7wCN #EstallaElDolar #TrollsLasPelotas #TwitterComunista #justiciaporfernando SAQUEO Kiko Reutemann Viviana Canosa Valdés #FelizCumpleHomofobica #FeinmannEnA24",
2020-04-14 23:34:15,RT @KillerLazer: SAQUEO,
2020-04-14 23:33:24,RT @LI_CI_TA: Saqueo a las arcas del estado...Los sindicatos en vez de proteger a los trabajadores se pliegan a los intereses del gobierno.…,
2020-04-14 23:32:37,"Ciberpatrullaje | Lo imputaron por preguntar si seguía ""en pie el saqueo"".https://t.co/bFjcWehZdR",
2020-04-14 23:31:34,@romisard Esa boludez del saqueo? El estado nos saquea y qlea a diario. En qué quedamos? #CiberpatrullameLaChota,
2020-04-14 23:31:19,Saqueo era TT. Lo borraron. https://t.co/KN6NCfwvOH,
2020-04-14 23:30:03,"Che que onda los que no cobramos el bono de 10 mil pesos, ¿sigue en pie lo del saqueo?",
2020-04-14 23:28:25,"""Che, qué onda los que no cobramos el bono de 10 mil pesos, sigue en pie lo del saqueo, no?"", escribió Kevin, un joven de 20 años que vive en Balcarce. Por ese tuit se le formó una causa penal por intimidación pública. Habló con @0223comar 👇  https://t.co/82GEBEIjoA",
2020-04-14 23:27:58,"RT @ZetaOrlando: “Che que onda los que no cobramos el bono de 10 mil pesos, sigue en pie lo del saqueo no?”, había escrito el 7 de abril.…",
2020-04-14 23:27:54,"Debe ser lindo acomodar tendencias, bajar cuentas y censurar a la población a piacere no? @SabinaFrederic que no lo veas no significa que no exista #saqueo #TrollsLasPelotas #twittercomunista",
2020-04-14 23:27:01,@SJDL_ @RamonHLucero50 Saqueo versión xx,
2020-04-14 23:26:59,Papelonezca la causa que le armaron al pibe por twittear lo del saqueo.,
2020-04-14 23:26:04,RT @infomardel: Ciberpatrullaje: detienen a un joven por un tuit sobre salir a saquearhttps://t.co/uSHh9NOhex (video)#NiDespidosNiRebajas…,
2020-04-14 23:25:01,@el_bru Harrry Potter y el saqueo de fuego,
2020-04-14 23:24:50,"@Solanopo Ya sé que ""Clarín miente"" pero el inocente twitt del pibito matcheaba ciertas condiciones para que le tocaran el timbre:https://t.co/BTDiZkpIhlPodrías haber sido menos tendencioso y algo honesto no?No era una crítica, era una clara invitación a salir a saquear.",
2020-04-14 23:24:27,"RT @Aenfoco: #LanataSinFiltro (sin cortes publicitarios), de Jorge Lanata – 14/04/20 • Actualidad En Foco https://t.co/AlPnJ6ZIlv #EstallaE…",
2020-04-14 23:23:33,@JulioGustavoGm1 En cuánto es tendencia?jaja pobre pibe. 900 seguidores. Cuanta influencia tiene escribiendo eso #saqueo,
2020-04-14 23:23:32,RT @VernerAmalia: #saqueo tienen el dolar a 114 y se escandalizan por la palabra SAQUEO ajjajajajaajajajajjaajajajaj NO TIENE REMATE este g…,
2020-04-14 23:23:09,@ElDoctorGorila Ya deja de decir saqueo https://t.co/JxDtIe7Jt1,
2020-04-14 23:23:06,@el_bru Volver al saqueo,
2020-04-14 23:22:55,RT @TommyBronstein: Si tuiteas dos veces seguidas la palabra saqueo viene la ministra de seguridad con los milicos y te mete en cana seis…,
2020-04-14 23:22:41,"#saqueo es el sistema partidocratico que mantiene a la Patria en la miseria, mientras sus políticos son unos oligarcas!!!!!",
2020-04-14 23:22:40,"@sallelorier @Francis81528995 Björn Wahlroos estratégicamente negocio aparte de upm II el tren que también los amanuenses acordaron el endeudamiento para fagocitar el saqueo a nuestra forestación y pérdida millonaria del Estado, aún cancelando el contrato nos meteriamos el tren donde no nos da el sol",
2020-04-14 23:22:25,"1. Si sólo pagamos y pagamos para vagos, xq no dejarse pagar una vez?2. Cuando esto termine, esa gente vuelve a trabajar. Los planeros no.#Saqueo https://t.co/b23G9DTX4p via @LANACION",
2020-04-14 23:21:47,"El otro día un pibe fue preso por twittear la palabra saqueo. Hay cientos de denuncias de alta violencia policial, abusos sexuales, y hasta muertos. Esta violencia desatada es el miedo a que podamos decir basta y tratar de imponer otra salida. #NiDespidosNiRebajasSalariales",
2020-04-14 23:21:37,"#LanataSinFiltro (sin cortes publicitarios), de Jorge Lanata – 14/04/20 • Actualidad En Foco https://t.co/AlPnJ6ZIlv #EstallaElDolar #TrollsLasPelotas #TwitterComunista #justiciaporfernando SAQUEO Kiko Reutemann Viviana Canosa Valdés #FelizCumpleHomofobica #FeinmannEnA24",
2020-04-14 23:21:07,Que bajon por lo del chabon que tuiteo lo del saqueo,
2020-04-14 23:20:50,"Que nadie se le plante al Estado debería significar que no haya despidos ni recortes salariales, corridas bancarias, aumentos de precios, no perseguir a un tipo que tuitea la palabra saqueo.",
2020-04-14 23:20:43,"Si mandan la ciberpatrulla a mi casa, vengan con un certificado de un Juez que diga que no es aplicable los art. 202 y 203 del código penal de la República Argentina al Presidente y su gabinete y que el SAQUEO no lo están realizando ellos.Munidos con la copia de la CN",
2020-04-14 23:20:32,"@juan_amorin @ser_incompleto Y cuando se produzca el saqueo (fogoneado por un/un@s bolud@s), cual va a ser la excusa de no haberlo evitado sabiendo que estaban provocando desde las redes a que se haga? En 2001 por los saqueos murieron dos comerciantes frente a mi casa, hay que llegar a eso para repudiarlo?",
2020-04-14 23:20:10,Si tuiteas dos veces seguidas la palabra saqueo viene la ministra de seguridad con los milicos y te mete en cana seis años,
2020-04-14 23:19:59,"@fernandista @Der_Tormentor @joniboy_ok @gonzycuervo No sé qué haces en twitter si no sabes interpretar ironía.Ningún saqueo empieza con un tweet en joda o también te cuesta detectar algo así de evidente? Hay algún grupo que organiza y lo masifica en las redes, hasta whatsapp. Tampoco vamos a poder joder ahí ahora? Que boludez.",
2020-04-14 23:19:50,"Por twittear saqueo te hacen una cusa, ah pero aca los politicos se roban todo, se suben los sueldos, cagan a medio mundo y nadie hace nada. No sean cara duras por favor, patrullan una red social llena de sarcasmo.",
2020-04-14 23:19:49,"Saqueo? Perdón, quise decir Squeo. Estaba recordando la formación de Loma Negra del '82. No me lleven!",
2020-04-14 23:19:15,#Saqueo perpetrado por los diputados del #GobiernoDeChorros que quieren que pongas de la tuya aunque te estés muriendo de hambre.#Alverso#GenocidioDeJubilados#EstallaElDolar #FelizCumpleHomofobica,
2020-04-14 23:18:48,"RT @MUY_SERIO: Si tuiteas la palabra saqueo, vas preso.Si el tuit trata de gordito lechoso a un periodista que piensa distinto al presiden…",
2020-04-14 23:18:34,Ciberpatrullaje: detienen a un joven por un tuit sobre salir a saquearhttps://t.co/uSHh9NOhex (video)#NiDespidosNiRebajasSalariales #TwitterComunista #MacrismoResidual #EstallaElDolar #saqueo #balcarce,
2020-04-14 23:18:18,"Si tuiteas la palabra saqueo, vas preso.Si el tuit trata de gordito lechoso a un periodista que piensa distinto al presidente, te ganas un RT de Alberto.Paso Maduro y dijo que nos estamos yendo al carajo.",
2020-04-14 23:17:13,"Saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo, saqueo",
2020-04-14 23:15:11,Entonces si escribís “saqueo” podes ir en cana? Más de uno lo va a usar para asegurarse alimento..,
2020-04-14 23:14:41,"RT @EstebanViu: “Che, que onda los que no cobramos el bono de 10.000 pesos. Sigue en píe lo del saqueo, no?”. Por ese tuit irónico, metiero…",
2020-04-14 23:14:40,@Pituko11 @juliaquetglas2 No entendes. .. Cuando vos en una situación tan delicada incitas a algo tan delicado como un saqueo podes provocar una tragedia,
2020-04-14 23:14:15,"RT @heliotropos_: Por si necesitaban más pruebas de que la noticia no es fake, acá citan a la propia fiscal. https://t.co/Ffwz6M2NYo",
2020-04-14 23:12:38,RT @sipalkilucho: ¿SATURAMOS EL CIBERFILTRO DE SABINA CUBANA?saqueo-bomba-golpe-helicóptero-terroristas-genocidas-ineptos-populista-maduri…,
2020-04-14 23:10:56,Queridos argentinos mantengan la paz... no al saqueo ni.mada que perjudiquen a los demás.. Argentina entrará en estado de emergencia pero el gobierno hará frente a los necesitados...,
2020-04-14 23:10:47,El #saqueo desapareció de Twitter nuevamente. Cuidado nos están observando y controlando. Maldita falta de libertad de expresión.,
2020-04-14 23:10:25,@nuevoaliasDani @parialapsus @el_bru Cuatro saqueos y un saqueo.,
2020-04-14 23:09:04,RT @heliotropos_: Cuenta la leyenda que si escribís tres veces saqueo se te aparece Frederic y te arma una causa penal.,
2020-04-14 23:08:45,RT @nataliavolosin: ¿Saqueo? Esto es saqueo. https://t.co/fgHXqlzvDc,
2020-04-14 23:08:28,"@rolofrias @el_bru La insoportable levedad del saqueoSaqueo, huyo ylo pescaron. 🤪🤪🤪🤪",
2020-04-14 23:08:04,@AndrsMitch1 marche prezo por incitar al saqueo,
2020-04-14 23:08:01,@AnarcoGaucho Es muy distinto escribir sobre matar al presidente que un chiste sobre un saqueo. No tiene comparación.,
2020-04-14 23:07:49,Que la persona que escribió “saqueo” diga que fue un “error involuntario” y queda en igualdad de condiciones con el presi https://t.co/qOuNM6xb0o,
2020-04-14 23:07:45,"Muchachos, recién estaba viendo la nota al pibe que se le ocurrió publicar un meme hablando de hacer un saqueo...Había que escuchar al fiscal justificándose y diciendo que pensaban que estaba por cometer un delito...Ya ni chistes se pueden hacer!!!#NoMeVanACallar",
2020-04-14 23:07:12,"@jenpamont @BiondiniAR Es x las noticias q mostraron...en el resto del país debe ser durisimo y hay silencioSi soy consciente q esto no puede durar x MAS Saqueo Violencia Estallido socialSe paralizo un País, la economía 👎 y el pueblo en prisión domiciliaria, x orden de la ELITE FINANCIERA MUNDIAL",
2020-04-14 23:06:34,"El saqueo que hacen los gobiernos sobre el patrimonio de los ciudadanos, no es delito? https://t.co/gdBspb3i8y",
2020-04-14 23:06:23,Un pibe tuiteó un obvio chiste con la palabra saqueo y le abrieron una causa... Pasó Jorge Rafael y les dijo que se les fue un poco la mano.,
2020-04-14 23:06:14,"No, estos hijos de puta no iban a patrullar las redes, pero ya le metieron una causa a un pendejo de 20 años por usar la palabra saqueo... El gobierno del pueblo, de los cientificos... Mas fascistas no se consiguen... Soretes...",
2020-04-14 23:06:01,"""El contexto nos hizo suponer que no fue un chiste sino una amenaza concreta"", dice el fiscal Moure, sobre el pibe intimado por el tuit del saqueo. No es contexto, es estigmatización y prejuicios.Dan vergüenza",
2020-04-14 23:05:56,"No me gustan ninguna de las dos cosas: Ni la palabra Saqueo ni la persecusion del Estado. Esto ultimo me retrotrae al Proceso. Q ironia, antes eran ellos los q acusaban de fachos. Será el poder q te envicia con eso? https://t.co/GKsTlDYaXC",
2020-04-14 23:05:54,@Que_Rompi @bondi_rasi Tengo entendido que hubieron algunos saque0s en varias provincias...Además del saque0 que nos está haciendo el gobierno actualmente...La vice presidente saqueo al país con sus afanos...,
2020-04-14 23:05:52,Yo solo diré que el saqueo que hizo mi ex me dejó sin corazón.,
2020-04-14 23:05:26,@PatriciaItality El #saqueo nacional y popular?,
2020-04-14 23:04:17,Dicen que si decís saqueo en 3 tweets seguidos te dan más años de cárcel que a un violador 🤣 https://t.co/cmnT9zNUQa,
2020-04-14 23:04:17,¿Acaso decir saqueo es un insulto para nuestro gobierno de científicos?Hablame de censura... #ciberpatrullamelachota #nomecallo #volvieronpeores #GeniosDelVoto #persecucionnopara,
2020-04-14 23:03:27,Que garron lo del pibe que tuiteo lo del saqueo y le abrieron una causa judicial 😂🤦‍♀️Será que esta alpedo la fiscalía para  estar pendiente de las boludeces que la gente pone acá jajjajaja,
2020-04-14 23:03:27,"RT @RossoFer: Escucho en C5N que se dice que ""a los saqueos o a las intenciones de saqueo hay que monitorearlas"". Es verdad: hay que monito…",
2020-04-14 23:02:40,"Ahora no se puede usar una red social libremente porque te abren una causa, comunismo en su explendor. Solo porque el pibe puso saqueo en un tweet irónico",
2020-04-14 23:02:19,"#Saqueo es lo que hicieron 12 años, lo que siguen haciendo hoy aún con el país parado y la emergencia global, no saben otra cosa que robar mugrientos",
2020-04-14 23:02:15,@Mechi_Palacio Promovía un saqueo.,
